plz,ort,bundesland,zulassungsbezirk
78539,Hohenhofen,BW,RO
78626,Bad Talhofen,BW,RO
78651,Fährheim an der Aue,BW,RO
78708,Eichenfeld,BW,JGZ
78711,Bischofsweiler,BW,JGZ
78737,Königsbrunn,BW,JGZ
78758,Fürstenfurt,BW,JGZ
78774,Neuscheid-West,BW,JGZ
78776,Großberg im Tal,BW,JGZ
78796,Sonnenhofen,BW,JGZ
78805,Falkensee an der Ilm,BW,JGZ
78820,Nordstadt,BW,JGZ
78832,Fuchsstein,BW,JGZ
78834,Rabenfeld,BW,JGZ
78852,Mühlhausen an der Ilm,BW,JGZ
78876,Brückenweiler,BW,JGZ
78896,Oberau,BW,JGZ
78898,Moorsee,BW,JGZ
78935,Burghofen,BW,RJ
78977,Falkenau,BW,RJ
78979,Königssee,BW,RJ
78998,Neuheim,BW,RJ
79027,Mondfeld,BW,RJ
79028,Erlenfeld am Berg,BW,RJ
79029,Rabenheim am Berg,BW,RJ
79033,Weidenau,BW,RJ
79043,Eichenweiler,BW,RJ
79051,Hafenbrück,BW,RJ
79052,Nebeltal-Nord,BW,RJ
79137,Schlosskirchen im Tal,BW,RE
79145,Rabenbrück,BW,RE
79146,Mühlhausen,BW,RE
79162,Mönchsfurt,BW,RE
79163,Hafeningen,BW,RE
79167,Feldberg am Moor,BW,RE
79177,Mühltal,BW,RE
79182,Wiesenhagen,BW,RE
79186,Heidethal im Tal,BW,RE
79201,Burgingen,BW,RE
79214,Espenbrück,BW,RE
79215,Falkenberg,BW,RE
79217,Falkenweiler,BW,RE
79226,Westroda,BW,RE
79237,Königsbrück,BW,RE
79244,Espeningen,BW,RE
79253,Osttal,BW,RE
79262,Erleningen,BW,RE
79269,Bruchau,BW,RE
79284,Fuchsbrück am Berg,BW,RE
79293,Neuweiler an der Warne,BW,RE
79294,Bärental,BW,RE
79310,Adlerbrück-Nord,BW,RE
79325,Bruchsee,BW,RE
79340,Erlenhagen,BW,RE
79348,Winterdorf,BW,RE
79350,Bad Grünbrunn,BW,HZK
79351,Westfurt,BW,HZK
79367,Ostwald,BW,HZK
79375,Feldfeld,BW,HZK
79377,Unterstein im Grund,BW,HZK
79382,Ahornweiler,BW,HZK
79388,Oberbach,BW,HZK
79391,Rabenkirchen,BW,HZK
79394,Sonnenstein,BW,HZK
79402,Rabenheim,BW,HZK
79405,Hohensee im Tal,BW,HZK
79424,Wolfsdorf,BW,HZK
79448,Buchenroda-Nord,BW,HZK
79468,Birkenbrück,BW,HZK
79501,Fürstental,BW,HZK
79505,Bad Sternbrunn an der Aue,BW,HZK
79508,Nordkirchen,BW,HZK
79558,Südroda,BW,HZK
79561,Falkenberg,BW,HZK
79576,Ostthal,BW,HDE
79592,Rehheim,BW,HDE
79627,Erlenstein,BW,HDE
79633,Fürstenkirchen,BW,HDE
79672,Mühlkirchen an der Ilm,BW,HDE
79675,Steinthal,BW,HDE
79698,Mondweiler,BW,HDE
79723,Südkirchen,BW,HDE
79739,Bärenkirchen,BW,HDE
79758,Bad Heidescheid,BW,HDE
79803,Unterau,BW,SHF
79815,Neuau-Ost,BW,SHF
79833,Adlerhagen,BW,SHF
79855,Niederstadt,BW,SHF
79863,Eicheningen,BW,SHF
79873,Hirschstein-West,BW,SHF
79877,Sterningen,BW,SHF
79878,Großbach,BW,SHF
79889,Lindenkirchen,BW,SHF
79893,Taltal,BW,SHF
79911,Hafenhofen,BW,SHF
79939,Wintertal,BW,SHF
79960,Ritterstein,BW,SHF
79969,Sonnenhagen,BW,SHF
79983,Weidenheim,BW,SHF
79989,Ostfurt,BW,SHF
80061,Weidenweiler,BY,ICD
80072,Oberwald,BY,ICD
80109,Oberscheid,BY,ICD
80121,Obertal,BY,ICD
80126,Espenroda,BY,ICD
80127,Oberfeld,BY,ICD
80140,Wiesenstein,BY,ICD
80187,Mönchssee-Nord,BY,ICD
80232,Hirschburg,BY,N
80239,Fürstenberg,BY,N
80245,Nebelfurt,BY,N
80268,Hirschbach,BY,N
80328,Bad Buchenbrunn,BY,N
80337,Bärenthal-West,BY,N
80338,Falkenstein,BY,N
80339,Erlendorf-Ost,BY,N
80357,Ahornroda,BY,N
80363,Südhagen,BY,N
80383,Hafenwald,BY,N
80417,Oberbrück,BY,N
80419,Südweiler,BY,N
80423,Mönchsthal,BY,N
80433,Neustadt,BY,N
80443,Kleinbach im Tal,BY,N
80445,Espendorf im Grund,BY,N
80510,Winterdorf,BY,XF
80540,Fährtal im Tal,BY,XF
80543,Mönchsfeld im Grund,BY,XF
80572,Birkenhofen,BY,XF
80594,Großweiler,BY,XF
80602,Lindenscheid,BY,XF
80619,Königsweiler am Moor,BY,XF
80632,Falkenbrunn an der Ilm,BY,XF
80637,Winterberg im Tal,BY,XF
80641,Oberhausen,BY,XF
80658,Bad Steiningen,BY,XF
80714,Schlossdorf,BY,OGZ
80734,Brückenbrunn-Ost,BY,OGZ
80742,Winterstein,BY,OGZ
80747,Sonnenau,BY,OGZ
80774,Birkenscheid,BY,OGZ
80823,Unterheim,BY,OGZ
80830,Nebelheim,BY,OGZ
80839,Nebelfurt,BY,OGZ
80870,Sonnenweiler,BY,OGZ
80909,Eichenhagen an der Aue,BY,OGZ
80912,Moorburg,BY,NQ
80925,Sonnensee an der Warne,BY,NQ
80935,Birkenbrunn,BY,NQ
80939,Ostbrück,BY,NQ
80944,Ritterscheid,BY,NQ
80947,Rehkirchen,BY,NQ
80952,Adlerau-Süd,BY,NQ
80953,Westsee,BY,NQ
80958,Rabenstein,BY,NQ
80959,Erlenkirchen,BY,NQ
80978,Sandfurt,BY,NQ
80984,Weidenthal am See,BY,NQ
80993,Bischofsweiler,BY,NQ
80995,Bärenroda im Tal,BY,NQ
80999,Königshagen,BY,NQ
81007,Eichenheim,BY,NQ
81009,Mondfurt,BY,NQ
81014,Eichenfeld am See,BY,NQ
81032,Brückenstein an der Ilm,BY,NQ
81034,Ostsee,BY,NQ
81037,Rabenburg an der Ilm,BY,NQ
81039,Kieshofen,BY,NQ
81046,Sommerstein,BY,NQ
81050,Rehingen,BY,NQ
81068,Mönchsbach-West,BY,NQ
81069,Sternbach,BY,NQ
81074,Bärenhagen im Grund,BY,NQ
81078,Mondroda an der Ilm,BY,NQ
81093,Bischofsdorf,BY,NQ
81094,Mönchsbrück,BY,NQ
81101,Feldscheid,BY,NQ
81102,Bad Bruchhofen im Tal,BY,NQ
81107,Eichenfeld,BY,NQ
81111,Lindenberg-West,BY,NQ
81112,Bärenscheid-Nord,BY,NQ
81113,Kleinbach,BY,NQ
81116,Ritterstadt,BY,NQ
81118,Bärenbach-Nord,BY,NQ
81119,Oberheim-West,BY,NQ
81121,Lindeningen,BY,NQ
81125,Hafensee an der Ilm,BY,NQ
81126,Neuberg-Ost,BY,NQ
81131,Neuau,BY,NQ
81142,Sonnenburg,BY,PVO
81194,Großstadt an der Ilm,BY,PVO
81203,Königsbrück,BY,PVO
81210,Adlerkirchen,BY,PVO
81221,Sommerroda,BY,PVO
81329,Schlossstein,BY,PVO
81349,Nordroda,BY,PVO
81366,Wiesental,BY,PVO
81370,Bergingen-Ost,BY,MN
81386,Winterstein,BY,MN
81403,Marktbach,BY,MN
81423,Bad Ostweiler im Tal,BY,MN
81425,Mondau,BY,MN
81429,Ritterscheid,BY,MN
81450,Bad Großthal,BY,MN
81511,Nordstadt-Süd,BY,MN
81512,Niedertal,BY,MN
81524,Sterndorf,BY,MN
81534,Wiesenburg,BY,MN
81556,Espenbach,BY,MN
81634,Nebelthal im Grund,BY,DKY
81644,Fürstenheim,BY,DKY
81647,Wolfsstein,BY,DKY
81679,Mondhausen,BY,DKY
81685,Sommerberg,BY,DKY
81728,Westburg,BY,DKY
81733,Heidestadt-Ost,BY,DKY
81746,Altthal am Berg,BY,DKY
81763,Espenroda,BY,DKY
81767,Altfeld,BY,DKY
81779,Untersee,BY,DKY
81785,Rittersee,BY,DKY
81800,Rotstadt,BY,DKY
81804,Unterhagen,BY,DKY
81806,Neukirchen,BY,DKY
81808,Hohenbrück an der Warne,BY,DKY
81824,Kiesbach an der Warne,BY,KRQ
81826,Westscheid an der Warne,BY,KRQ
81849,Fuchshagen,BY,KRQ
81854,Adlerheim,BY,KRQ
81862,Neustein,BY,KRQ
81863,Feldbrück an der Warne,BY,KRQ
81866,Moorbrunn,BY,KRQ
81869,Weidenstadt-Süd,BY,KRQ
81890,Sommerthal,BY,KRQ
81896,Wolfshagen,BY,KRQ
81911,Hirschau an der Warne,BY,KRQ
81913,Neuroda,BY,KRQ
81936,Westhofen an der Warne,BY,KRQ
81947,Grünweiler am Moor,BY,KRQ
81978,Sandheim,BY,KRQ
82011,Buchenscheid,BY,KRQ
82031,Bischofsstein,BY,KRQ
82040,Sternhausen an der Warne,BY,KRQ
82042,Kiesau am Berg,BY,KRQ
82055,Königsheim am See,BY,CAE
82064,Oberscheid,BY,CAE
82066,Sternstein am Berg,BY,CAE
82092,Niederbrück,BY,CAE
82130,Fährfeld,BY,CAE
82156,Nordscheid-West,BY,CAE
82161,Schlosssee,BY,CAE
82162,Espendorf,BY,CAE
82166,Eichenstein-Ost,BY,CAE
82183,Mondingen am Berg,BY,CAE
82187,Falkenheim,BY,CAE
82194,Mondhofen,BY,CAE
82197,Ahornfeld,BY,CAE
82200,Neuau,BY,CAE
82203,Schlosstal,BY,CAE
82217,Großwald,BY,CAE
82218,Hirschbach,BY,CAE
82233,Sterntal,BY,CAE
82236,Niederbach,BY,CAE
82238,Mönchsstein am Moor,BY,CAE
82267,Königstal,BY,CAE
82276,Sonnenroda am See,BY,CAE
82284,Südwald,BY,MZQ
82342,Mühlfeld,BY,MZQ
82379,Bergweiler,BY,MZQ
82436,Talbrunn,BY,MZQ
82439,Unterdorf,BY,MZQ
82442,Schlosshausen,BY,MZQ
82466,Falkenroda-Nord,BY,MZQ
82494,Winterfeld,BY,MZQ
82496,Unterkirchen,BY,MZQ
82530,Rotroda,BY,KWV
82541,Winterfeld,BY,KWV
82553,Kleinhagen an der Ilm,BY,KWV
82592,Weidenhofen-West,BY,KWV
82593,Fuchsbrück an der Aue,BY,KWV
82597,Talhofen,BY,KWV
82613,Brückenhausen,BY,KWV
82615,Westdorf,BY,KWV
82637,Nordtal,BY,KWV
82655,Feldbrück,BY,KWV
82673,Nordstein,BY,KWV
82675,Brückeningen,BY,KWV
82683,Nebelingen,BY,KWV
82693,Mühlbrunn-Nord,BY,KWV
82730,Steinberg,BY,KWV
82737,Ostthal,BY,DC
82739,Niederhofen,BY,DC
82740,Burgfurt,BY,DC
82747,Hafeningen,BY,DC
82751,Heidewald,BY,DC
82753,Mönchsstadt,BY,DC
82754,Ahornhagen,BY,DC
82756,Westwald,BY,DC
82762,Ahornstein,BY,DC
82763,Königstal,BY,DC
82773,Mönchsheim,BY,DC
82788,Adlersee,BY,DC
82789,Niederhausen im Tal,BY,DC
82793,Birkenstadt,BY,DC
82796,Feldberg,BY,DC
82799,Eichenkirchen,BY,DC
82800,Südroda,BY,DC
82801,Hirschdorf,BY,DC
82802,Wolfshofen,BY,DC
82809,Hirschroda,BY,DC
82810,Bäreningen,BY,DC
82814,Königsstadt an der Warne,BY,DC
82816,Birkensee,BY,DC
82818,Sommerwald,BY,DC
82825,Rehheim,BY,DC
82831,Kieshofen,BY,DC
82836,Hafenweiler,BY,DC
82844,Birkenfeld,BY,DC
82846,Königssee,BY,DC
82847,Bruchstein,BY,DC
82850,Kleinfeld,BY,DC
82854,Hohenstadt-Nord,BY,DC
82858,Neuberg,BY,DC
82864,Rabenwald,BY,DC
82871,Eichenstein,BY,DC
82879,Lindendorf,BY,DC
82882,Hirschroda,BY,DC
82883,Winterweiler,BY,DC
82884,Rehscheid,BY,DC
82885,Mondbach,BY,DC
82892,Königswald,BY,DC
82894,Bad Großfurt,BY,DC
82897,Hafenwald,BY,DC
82898,Sternweiler,BY,DC
82903,Wiesenberg an der Warne,BY,DC
82908,Schlosstal,BY,DC
82928,Bischofsdorf,BY,DC
82929,Kleinsee,BY,DC
82930,Espenkirchen,BY,DC
82933,Bärenhofen,BY,DC
82935,Niederdorf,BY,DC
82936,Altbrunn,BY,DC
82941,Südbrunn,BY,DC
82942,Heideroda,BY,DC
82946,Altscheid,BY,DC
82953,Lindenkirchen,BY,DC
82954,Ahornau,BY,DC
82965,Kleinhofen,BY,LON
82969,Feldstein,BY,LON
82973,Ostkirchen im Grund,BY,LON
82974,Fährstein,BY,LON
82978,Niederthal,BY,LON
82979,Hohenstein am Berg,BY,LON
82981,Königsroda am See,BY,LON
82986,Neuhofen,BY,LON
82989,Hohenroda,BY,LON
82992,Nebelhofen,BY,LON
82994,Sternfurt,BY,LON
82996,Rehstein,BY,LON
82997,Lindenroda,BY,LON
83005,Nordbrunn,BY,LON
83007,Wolfsbach,BY,LON
83014,Neuberg,BY,LON
83017,Kiesheim,BY,LON
83018,Steinbach am Moor,BY,LON
83021,Hohenau am Berg,BY,LON
83022,Westheim,BY,LON
83023,Südfurt,BY,LON
83026,Rehkirchen,BY,LON
83031,Ritterscheid,BY,LON
83032,Bad Sternburg-West,BY,LON
83034,Adlerhausen-Süd,BY,LON
83039,Westingen,BY,LON
83042,Eichenbrück,BY,LON
83044,Wiesenbach,BY,LON
83048,Bad Eichenhausen,BY,LON
83055,Bad Steinau,BY,LON
83056,Altberg-Ost,BY,LON
83058,Bad Westfurt-Nord,BY,LON
83059,Hohenroda,BY,LON
83060,Steinheim,BY,LON
83061,Markthagen,BY,LON
83062,Heidekirchen an der Warne,BY,LON
83070,Schlossfurt,BY,LON
83072,Espenthal,BY,LON
83074,Rabeningen,BY,LON
83077,Adlerburg,BY,LON
83078,Bruchsee,BY,LON
83080,Erlenthal,BY,LON
83081,Birkenweiler,BY,LON
83087,Rehdorf im Grund,BY,LON
83089,Kleinkirchen,BY,LON
83092,Talfurt,BY,LON
83093,Hafenbrunn,BY,LON
83095,Hafenroda,BY,LON
83098,Falkenfurt,BY,LON
83104,Ahornau,BY,LON
83105,Birkenberg,BY,LON
83106,Talheim,BY,LON
83108,Fuchswald am See,BY,LON
83113,Grünhagen am Moor,BY,LON
83115,Oberhagen im Grund,BY,LON
83116,Adlerthal,BY,LON
83117,Ritterthal,BY,LON
83121,Fürstenfurt,BY,LON
83122,Eichenroda,BY,LON
83128,Hafenberg,BY,LON
83129,Kieshofen am Berg,BY,LON
83131,Mondbrück im Tal,BY,LON
83135,Ritterburg,BY,LON
83136,Heidefeld,BY,LON
83137,Heideburg,BY,LON
83138,Kleinburg,BY,LON
83140,Bergfurt,BY,LON
83142,Feldfeld,BY,LON
83143,Bad Talkirchen,BY,LON
83144,Kleinau am Moor,BY,LON
83151,Sommerthal,BY,LON
83158,Unterhausen,BY,LON
83159,Schlossbrück,BY,LON
83160,Westthal,BY,LON
83161,Lindenberg,BY,LON
83162,Heidefurt,BY,LON
83166,Fuchsstein,BY,LON
83168,Neusee,BY,LON
83170,Sommerheim,BY,LON
83171,Ritterhausen im Grund,BY,LON
83172,Erlenau-West,BY,LON
83175,Neubrück,BY,LON
83178,Bad Nordsee,BY,LON
83179,Mühlwald,BY,LON
83180,Wiesenstein-Nord,BY,LON
83184,Bärenheim,BY,LON
83187,Königsburg,BY,LON
83189,Königsfurt,BY,LON
83192,Kiesingen an der Ilm,BY,VU
83213,Brückendorf,BY,VU
83229,Buchenfeld,BY,VU
83260,Espenfeld-Ost,BY,VU
83265,Moorheim am See,BY,VU
83267,Hirschstadt,BY,VU
83279,Rehingen,BY,VU
83291,Moorheim-Süd,BY,VU
83320,Südthal,BY,VU
83336,Mühlthal im Tal,BY,VU
83352,Bärendorf,BY,VU
83363,Südbrunn,BY,VU
83367,Bärenhagen am Berg,BY,VU
83379,Buchenau,BY,VU
83396,Mönchsroda am See,BY,VU
83408,Bischofsthal,BY,VU
83435,Nebelfurt,BY,SI
83454,Ritterweiler,BY,SI
83456,Ahornfeld am See,BY,SI
83462,Hafenwald,BY,SI
83482,Talstein,BY,SI
83485,Fuchsweiler,BY,SI
83489,Rotberg,BY,SI
83491,Niederburg,BY,SI
83507,Wolfsfeld,BY,SI
83510,Adlertal,BY,SI
83516,Oberingen,BY,SI
83519,Kiesroda-Nord,BY,SI
83527,Lindenbrunn,BY,SI
83534,Bruchbrunn,BY,SI
83536,Niederwald,BY,SI
83543,Steinwald,BY,SI
83547,Schlossdorf,BY,SI
83590,Falkenberg,BY,SI
83597,Bad Ostfeld,BY,SI
83611,Hirschbrück,BY,SI
83623,Wolfsstadt an der Warne,BY,SI
83633,Hohenbrunn,BY,SI
83644,Sommerburg,BY,ZDY
83674,Rotdorf,BY,ZDY
83760,Bruchhagen-Ost,BY,ZDY
83785,Fürstenfurt an der Ilm,BY,ZDY
83816,Wiesenberg,BY,ZDY
83825,Kiesfurt,BY,ZDY
83836,Brückenhagen,BY,ZDY
83840,Markthausen,BY,ZDY
83861,Grünhofen-West,BY,ZDY
83872,Bärenhofen,BY,KD
83924,Marktbrück,BY,KD
83931,Hohendorf,BY,KD
83960,Wiesenbrück-Ost,BY,KD
83985,Sandfurt-Ost,BY,KD
84002,Schlosshagen,BY,KD
84038,Rabenbrunn,BY,KD
84047,Hafendorf,BY,KD
84123,Ahornscheid,BY,PO
84124,Mondkirchen,BY,PO
84152,Grünhofen,BY,PO
84158,Eichenstadt,BY,PO
84185,Bad Birkenfurt,BY,PO
84195,Bischofsau,BY,PO
84209,Rehbrück,BY,PO
84212,Adlerbrunn,BY,PO
84236,Erlenstein,BY,PO
84238,Hafenfeld,BY,PO
84244,Winterbach,BY,PO
84264,Wiesenhofen,BY,PO
84269,Burgfurt im Tal,BY,PO
84279,Schlossberg,BY,PO
84280,Weidenthal,BY,PO
84296,Burgfurt,BY,PO
84323,Fährhausen,BY,PO
84326,Bruchweiler,BY,WIY
84330,Mühltal an der Warne,BY,WIY
84334,Mondingen,BY,WIY
84338,Heideburg im Grund,BY,WIY
84343,Königswald-Ost,BY,WIY
84345,Mönchswald,BY,WIY
84348,Kiesstein-West,BY,WIY
84367,Grünthal,BY,WIY
84370,Ritterbach-Nord,BY,WIY
84374,Steinburg an der Ilm,BY,WIY
84375,Hirschberg,BY,WIY
84380,Bruchtal,BY,WIY
84399,Rotbach,BY,WIY
84406,Sternhagen,BY,WIY
84410,Talhofen,BY,WIY
84413,Hirschhagen,BY,WIY
84416,Neuwald im Tal,BY,WIY
84418,Altau im Grund,BY,WIY
84423,Mühlbrunn,BY,WIY
84427,Großtal an der Aue,BY,WIY
84434,Lindenweiler-Nord,BY,WIY
84440,Talbrück,BY,WIY
84450,Osttal,BY,WIY
84456,Hirschingen,BY,WIY
84458,Adleringen,BY,WIY
84459,Grünhofen,BY,WIY
84461,Fuchsfeld am Moor,BY,WIY
84470,Hohenburg,BY,WIY
84475,Rotfeld,BY,WIY
84491,Feldingen,BY,WIY
84506,Niederhausen,BY,WIY
84515,Mönchskirchen,BY,WIY
84517,Bischofsbrück,BY,WIY
84533,Bad Sonnenkirchen im Tal,BY,WIY
84538,Weidenthal-Süd,BY,WIY
84541,Rabenstadt,BY,WIY
84543,Erlenkirchen-Ost,BY,WIY
84544,Marktingen-West,BY,WIY
84546,Ahornfeld,BY,WIY
84551,Sonnenbrunn,BY,WIY
84557,Talscheid,BY,CD
84564,Wiesenfeld,BY,CD
84566,Hirschfeld an der Ilm,BY,CD
84588,Westsee,BY,CD
84597,Winterheim,BY,CD
84598,Sommerbrück,BY,CD
84604,Adlertal-West,BY,CD
84617,Moorwald,BY,CD
84635,Heidehausen am Moor,BY,CD
84684,Mondweiler,BY,CD
84728,Nordberg am Moor,BY,CD
84733,Bergthal,BY,CD
84745,Großscheid,BY,CD
84748,Feldbrück im Tal,BY,CD
84772,Hohenstadt,BY,CD
84794,Birkensee-Ost,BY,GWH
84802,Rotkirchen,BY,GWH
84824,Adlerthal,BY,GWH
84825,Oberbrunn,BY,GWH
84831,Schlossberg,BY,GWH
84836,Hirschhausen,BY,GWH
84843,Ahornbach-Ost,BY,GWH
84849,Rehkirchen,BY,GWH
84850,Kleinthal am See,BY,GWH
84859,Rabenbrunn,BY,GWH
84867,Sonnenbach,BY,GWH
84887,Bad Sommerhofen,BY,GWH
84889,Bergingen im Tal,BY,GWH
84893,Hohenfurt,BY,GWH
84902,Heidewald an der Aue,BY,GWH
84925,Mönchsstein,BY,GWH
84926,Bad Espendorf am Moor,BY,GWH
84952,Schlosswald-Ost,BY,GWH
84980,Schlossfurt an der Warne,BY,GWH
84986,Grünberg,BY,GWH
84991,Kleinbrunn,BY,GWH
84998,Bad Mondbach,BY,GWH
85000,Heidescheid,BY,GWH
85015,Hirschfeld,BY,QCP
85016,Sonneningen,BY,QCP
85024,Rabenstein,BY,QCP
85039,Fährheim,BY,QCP
85047,Westingen,BY,QCP
85054,Wiesenfeld,BY,QCP
85073,Niederau,BY,QCP
85087,Bergsee,BY,QCP
85096,Mühlkirchen,BY,QCP
85116,Südingen,BY,QCP
85124,Hirschbach,BY,QCP
85128,Ritterthal,BY,QCP
85147,Mönchsbach,BY,QCP
85159,Steinroda,BY,QCP
85161,Talbach,BY,QCP
85170,Mühlbach,BY,QCP
85183,Marktkirchen,BY,QCP
85200,Altheim,BY,QCP
85223,Lindenbrunn,BY,QCP
85235,Ritterweiler,BY,TQB
85263,Untersee an der Aue,BY,TQB
85265,Winterheim,BY,TQB
85266,Ritterheim,BY,TQB
85267,Hirschheim,BY,TQB
85269,Fährthal,BY,TQB
85276,Nebelau,BY,TQB
85283,Adlerwald,BY,TQB
85291,Bischofsfurt,BY,TQB
85294,Oberstadt,BY,TQB
85311,Weidenbrück am Berg,BY,TQB
85313,Bärenkirchen im Tal,BY,TQB
85324,Rotstein,BY,TQB
85325,Grünberg am Moor,BY,TQB
85329,Wintertal,BY,TQB
85335,Adlerweiler,BY,TQB
85342,Heidestein am Moor,BY,TQB
85345,Kleinhofen,BY,TQB
85347,Sternburg-Ost,BY,TQB
85353,Brückental-Ost,BY,TQB
85356,Feldstein,BY,TQB
85362,Bruchtal,BY,TQB
85387,Hirschthal an der Ilm,BY,TQB
85404,Ahorntal,BY,TQB
85406,Burgweiler,BY,TQB
85415,Fuchssee,BY,TQB
85420,Bucheningen-Nord,BY,TQB
85429,Mönchshofen-Süd,BY,TQB
85444,Hirschbrunn am See,BY,TQB
85445,Eichenberg,BY,TQB
85469,Schlossheim,BY,ZXV
85599,Ahornstein,BY,ZXV
85623,Heidehofen,BY,ZXV
85643,Fuchsburg,BY,ZXV
85644,Bärenhausen,BY,ZXV
85645,Neutal an der Warne,BY,ZXV
85662,Birkenthal,BY,ZXV
85694,Oberfeld,BY,DTV
85705,Südberg,BY,DTV
85707,Wiesenhausen,BY,DTV
85740,Feldfeld,BY,DTV
85744,Nebelsee,BY,DTV
85767,Nebelfurt,BY,DTV
85783,Rehwald am See,BY,DTV
85801,Adlerroda im Grund,BY,DTV
85820,Bischofsroda-Ost,BY,DTV
85831,Niederfeld,BY,DTV
85840,Grünstein,BY,DTV
85847,Heidefurt an der Ilm,BY,DTV
85860,Steinwald,BY,DTV
85873,Hafenau,BY,DTV
85883,Fuchsfeld,BY,DTV
85885,Bischofsbrück,BY,DTV
85886,Altfeld,BY,DTV
85909,Grüningen am See,BY,DTV
85912,Espensee,BY,DTV
85917,Mühltal,BY,YYT
85930,Königsheim an der Ilm,BY,YYT
85933,Rotheim am Berg,BY,YYT
85987,Bärenhofen,BY,YYT
86019,Rotberg-West,BY,YYT
86028,Adleringen,BY,YYT
86083,Kleinwald,BY,YYT
86087,Nebelhagen,BY,YYT
86090,Brückenbrück,BY,YYT
86100,Feldhofen,BY,YYT
86132,Niederhausen,BY,YYT
86140,Neuingen,BY,YYT
86150,Wiesendorf,BY,YIZ
86153,Kleinburg,BY,YIZ
86168,Winterau,BY,YIZ
86169,Weidenfurt,BY,YIZ
86177,Winterau,BY,YIZ
86186,Rehfurt,BY,YIZ
86190,Burgbach,BY,YIZ
86216,Buchenfeld,BY,YIZ
86225,Fuchsweiler,BY,YIZ
86228,Grünfeld,BY,YIZ
86230,Moorscheid,BY,YIZ
86231,Sternbrück,BY,YIZ
86245,Grünberg,BY,YIZ
86270,Sandhofen am Moor,BY,YIZ
86290,Bergroda-Nord,BY,YIZ
86297,Ritterroda,BY,YIZ
86306,Falkenhagen-Süd,BY,YIZ
86311,Mondhagen,BY,YIZ
86314,Grünroda,BY,YIZ
86325,Rotau,BY,YIZ
86337,Großau,BY,YIZ
86352,Mönchsburg,BY,YIZ
86358,Unterburg,BY,YIZ
86359,Kiesbrunn,BY,YIZ
86363,Buchenscheid,BY,YIZ
86376,Mühlhofen,BY,VUR
86381,Buchenhofen,BY,VUR
86390,Südhofen,BY,VUR
86400,Neuweiler,BY,VUR
86401,Rabenfeld im Grund,BY,VUR
86402,Ostsee,BY,VUR
86418,Bad Niederfeld an der Ilm,BY,VUR
86445,Oberstein,BY,VUR
86450,Winterfeld,BY,VUR
86451,Winterdorf,BY,VUR
86454,Fuchsstadt,BY,VUR
86456,Rotberg,BY,VUR
86460,Bad Bärenburg,BY,VUR
86461,Bischofswald,BY,VUR
86481,Hirschau,BY,VUR
86505,Ostroda,BY,VUR
86508,Fürstenthal,BY,VUR
86513,Altberg-Süd,BY,VUR
86522,Sandscheid,BY,VUR
86525,Kleinsee am See,BY,VUR
86534,Mönchswald,BY,VUR
86537,Wiesenbach,BY,VUR
86550,Lindenfeld am Moor,BY,VUR
86565,Schlossroda,BY,VUR
86570,Altfeld,BY,VUR
86571,Rabeningen,BY,VUR
86591,Talroda an der Warne,BY,VUR
86594,Niederbach,BY,VUR
86596,Südheim,BY,JXO
86601,Moordorf,BY,JXO
86609,Eichenfurt-Süd,BY,JXO
86635,Fürstenhausen,BY,JXO
86694,Mondstadt,BY,JXO
86716,Buchenbrück,BY,JXO
86718,Buchenstein,BY,JXO
86735,Weidenbrunn,BY,JXO
86738,Unterfeld,BY,JXO
86740,Birkenbrunn,BY,JXO
86757,Eichenweiler-West,BY,JXO
86767,Fährheim an der Warne,BY,JXO
86779,Sterntal,BY,JXO
86791,Nordhausen,BY,JXO
86855,Großheim am See,BY,WAK
86856,Mönchsstadt,BY,WAK
86862,Kleinkirchen,BY,WAK
86886,Südwald,BY,WAK
86905,Grünhausen,BY,WAK
86907,Kleinweiler,BY,WAK
86914,Ahornau,BY,WAK
86937,Großfurt an der Ilm,BY,WAK
86978,Oberbrück,BY,WAK
87015,Ostfurt,BY,WAK
87025,Lindenkirchen-Nord,BY,WAK
87051,Wiesendorf,BY,ZG
87052,Ahornthal,BY,ZG
87073,Nebelfurt,BY,ZG
87085,Espeningen,BY,ZG
87134,Talwald,BY,ZG
87144,Oberthal,BY,ZG
87149,Grünthal,BY,ZG
87172,Oberdorf,BY,ZG
87182,Fährbrück-Süd,BY,ZG
87198,Sternfeld,BY,ZG
87211,Heideweiler,BY,ZG
87217,Bruchfeld,BY,ZG
87220,Niederfeld,BY,ZG
87223,Erlenfurt,BY,ZG
87227,Sommerkirchen,BY,ZG
87230,Falkensee,BY,ZG
87243,Wolfsau im Tal,BY,ZG
87245,Erlenthal-Süd,BY,ZG
87246,Hafenbrück,BY,ZG
87249,Hohenweiler an der Ilm,BY,ZG
87258,Bruchfurt im Grund,BY,ZG
87266,Birkenhagen,BY,ZG
87274,Bärenau,BY,ZG
87321,Fuchsbrück,BY,JER
87328,Steinweiler am Moor,BY,JER
87340,Wiesensee im Tal,BY,JER
87344,Westhagen,BY,JER
87366,Grünfeld,BY,JER
87367,Großkirchen,BY,JER
87370,Marktau,BY,JER
87383,Feldhausen,BY,JER
87407,Burghausen,BY,JER
87416,Falkenkirchen,BY,JER
87427,Falkenbrück-Ost,BY,JER
87429,Niederbrück,BY,JER
87432,Nordstadt,BY,JER
